Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,
2025-05-05,202.6040848015313,203.60164304236298,197.72602561272546,198.40435791015625,,69018500,162.65743494943675,165.0424114540437,162.37802462287598,163.86489868164062,,21341800,431.367624097433,437.97461808249534,430.6102521137275,434.65618896484375,,20136100
2025-05-06,197.72601327833053,200.16004244803628,196.53891661034845,198.0252685546875,,51216500,161.82916262997554,164.4536399852438,160.85122657670271,162.88693237304688,,21277200,430.6999888667604,436.2107948487266,429.6735648726689,431.8061218261719,,15104200
2025-05-07,198.6836658614824,198.95301083885846,192.77812311451905,195.7707977294922,,68536700,163.73516530126716,164.6532299684301,147.52929039730043,151.06185913085938,,127490100,432.3342674079582,436.5994115910065,429.6137314736212,431.8459777832031,,23295300
2025-05-08,197.2372161152265,199.56152863729463,194.20463054641704,197.00778198242188,,50478900,154.67425284055003,155.6022910487671,152.57866009847342,153.9557647705078,,57498700,436.41007376009867,442.1301726837614,434.147963172883,436.6492614746094,,23491300
2025-05-09,198.51409591462888,200.0503289543839,197.05765414160055,198.0452423095703,,36453900,153.84598414229956,154.7241395477239,151.88012320852386,152.42897033691406,,32435300,438.4728871570268,439.21030909915044,434.3671913522403,437.2073059082031,,15324200
2025-05-12,210.7308445260501,211.03050749278242,206.5156271207593,210.55104064941406,,63775800,157.15900583261154,158.76562267487037,155.9216064819518,158.12696838378906,,44138800,444.39229048229146,447.8103787748487,438.2536661790282,447.7007751464844,,22821900
2025-05-13,210.19144790738707,213.1580823159532,208.76307628033234,212.68861389160156,,51909300,158.45626717049694,160.23254018461523,155.83180494907126,159.19471740722656,,42382100,446.22591154405814,449.1058959658508,443.8142971336702,447.5812072753906,,23618800
2025-05-14,212.18917192393894,213.69746987061376,210.34127831689767,212.08929443359375,,49325800,159.6238271640479,166.64902486582008,159.27455664998826,165.02244567871094,,48755900,446.5846525094385,452.32464056421765,446.5846525094385,451.36798095703125,,19902800
2025-05-15,210.71086343228015,212.71859464512332,209.30245815432872,211.21029663085938,,45029500,165.49145599350894,165.8606887311189,162.02874755770196,163.61541748046875,,33146700,450.0301794411029,455.44129747226026,449.6907411096269,452.3863220214844,,21992300
2025-05-16,212.11926693678467,212.32903558469047,209.53220664773164,211.0205078125,,54737900,167.3774855147182,168.99409119137468,165.27191939302787,165.84072875976562,,42846900,451.30808680840903,453.6142932166669,447.99355872232604,453.5244445800781,,23849800
2025-05-19,207.67431083672193,209.24252311349682,204.02843943795537,208.54331970214844,,46140500,164.16425471766837,166.2897831099107,163.87487089127026,166.1899871826172,,30426100,450.14000552921704,458.83570185482216,450.0601197660991,458.11688232421875,,21336500
2025-05-20,207.4345828831543,208.2336790492342,204.79757620413463,206.62550354003906,,42496600,166.08022402030295,168.1458810248048,162.55764387335125,163.6353759765625,,46607700,454.8422775622727,457.58776423526933,453.57437286704067,457.4180603027344,,15441800
2025-05-21,204.93741112479617,206.80528635778637,200.4824756537251,201.86090087890625,,59211800,163.34598924433868,172.77612594690945,163.21625758160502,168.20574951171875,,73416000,453.8239575485261,457.02868069868646,451.06847756848606,451.8272399902344,,19216900
2025-05-22,200.48247209416806,202.52015274475195,199.4736073247078,201.13172912597656,,46742400,171.48884617085898,176.3985044728025,170.35124260366135,170.51089477539062,,74864400,454.2033434579146,459.49463285512667,453.1550484484722,454.11346435546875,,18025600
2025-05-23,193.45045269257122,197.4758830409797,193.24069928507132,195.04864501953125,,78432900,168.70469265151235,169.60281030274047,167.5371534089642,168.11593627929688,,35211400,449.24150862772166,452.94541128469075,448.17325738802526,449.441162109375,,16883500
2025-05-27,198.07520901450675,200.51244545494848,197.20618488735448,199.98304748535156,,56288500,169.80238932071725,172.80605791558804,169.6427219280191,172.53662109375,,37995700,455.7308170830738,460.19348195260824,455.3713920868909,459.93389892578125,,20974300
2025-05-28,200.36260025266836,202.50017366149785,199.67338002302156,200.1927947998047,,45339700,172.79607866823434,174.90164475593082,171.5487057543554,171.9977569580078,,34784000,460.4630558858422,461.7609101640183,456.1800880198718,456.609375,,17086300
2025-05-29,203.3492174371598,203.57895243464628,198.28495762525483,199.72332763671875,,51396800,173.63431165912297,174.0534271359213,170.27139911620654,171.49880981445312,,29317300,460.79250051058557,460.9622349154345,454.56275123248776,457.9272155761719,,13974800
2025-05-30,199.14398126681596,201.73105672211125,196.55692105301176,200.622314453125,,70819900,170.98989433565492,171.84808755569938,167.0881079964574,171.3790740966797,,52639900,458.96549737927586,460.9222720478794,454.79236501090486,459.60443115234375,,34770500
2025-06-02,200.05295557621693,201.9008644592711,199.89313329888972,201.47134399414062,,35423300,167.4872574240746,169.5129898808019,167.03820620651766,168.6747589111328,,38612300,456.3897628439735,461.35157690062545,456.1401731404802,461.2118225097656,,16626500
2025-06-03,201.1217444882778,203.5389992121068,200.7321872237246,203.03956604003906,,46381600,167.13800921175007,168.12591888686956,164.9326470385699,165.83074951171875,,45084900,460.7126363614999,463.3782677615003,460.1036216507913,462.2101745605469,,15743800
2025-06-04,202.67998220748078,206.00620910456834,201.8709028727957,202.590087890625,,43604000,166.38956355967437,167.8664487405706,166.01035734329753,167.69680786132812,,26900800,463.2384646092932,464.9256933509807,462.2600620562611,463.1086730957031,,14162700
2025-06-05,203.26931435006063,204.5178973620389,199.92310578136215,200.40257263183594,,55126100,169.98200425737,170.57076063975376,167.23778374687686,167.8564910888672,,36379100,464.1968775224098,468.8791825139859,463.26841119380083,466.91241455078125,,20131700
2025-06-06,202.76987228695742,205.4668084267123,201.82095228760733,203.68882751464844,,46607700,170.47097086402252,174.1332558504034,170.47097086402252,173.31497192382812,,35731800,469.31846913564885,472.56313512848675,468.0106215882427,469.6080017089844,,15285600
2025-06-09,204.15830357568726,205.76647909477697,199.79326227022588,201.2216339111328,,72862600,174.38402968862113,176.31231302715454,174.21418342483807,175.93264770507812,,28935900,468.92913895110996,472.6529977632414,467.8508943889836,471.97412109375,,16469900
2025-06-10,200.3726011094186,204.11835001917973,200.34263633745982,202.44024658203125,,54672600,176.04254985052344,180.94816607880887,174.7537092641778,178.44041442871094,,61766100,470.4166711436691,472.02401413852874,466.19360257943936,470.1471252441406,,15375900
2025-06-11,203.26930749599725,204.26817387189894,198.18508130061548,198.55465698242188,,60989900,179.60936400867158,180.20881870896204,176.59205837486806,177.1915283203125,,31646800,469.24859086789724,474.68965849935887,468.88919632531986,471.8443298339844,,16399200
2025-06-12,198.85432303920933,199.45363372918547,197.13627162659284,198.97418212890625,,43904600,176.02256609234394,176.56209210971562,174.59385119423692,175.54299926757812,,20941900,474.2403884361742,479.6315503555016,472.7428502291372,478.0840759277344,,18950600
2025-06-13,199.50357538920457,200.1428492549886,195.47814514596445,196.227294921875,,51447300,172.28591297451578,176.9717245091389,172.2359546046385,174.513916015625,,27663100,475.62811338522215,478.3935562569989,471.98410990605987,474.18048095703125,,16814500
2025-06-16,197.07634287373045,198.46476655376847,196.33717625414866,198.195068359375,,43020700,174.57385966373928,176.78189154925582,174.49392932110277,176.61204528808594,,27389200,474.4300645574067,479.90108160832807,474.2204177457221,478.3536376953125,,15626100
2025-06-17,196.97644196425614,198.16509536417735,194.98870767431248,195.418212890625,,38856200,175.5429937823964,177.20151408744945,174.4239994778565,175.7927703857422,,24973000,474.6197503672441,477.9542649832925,473.30190948641297,477.25543212890625,,15414100
2025-06-18,195.71787336797544,197.3460303816964,194.84886452825484,196.35714721679688,,45394700,175.85271405711507,176.4022256326498,173.04522747911062,173.16513061523438,,28707500,477.21549881727225,480.2105751696819,473.68130019053103,479.4518127441406,,17526500
2025-06-20,198.01527480684123,201.47134391409438,196.6368343380514,200.7721405029297,,96813500,173.79455416726213,174.18420505107113,165.312150640077,166.4910888671875,,75659900,481.4385756672578,482.666537493529,476.0873566497709,476.6164855957031,,37576200
2025-06-23,201.40143343464243,202.07067208145295,198.73446202428119,201.27157592773438,,55814300,166.1214256591391,167.19046158134836,161.85523705575486,165.04238891601562,,57671000,477.425138713905,486.94948990747275,471.7345120072702,485.2023620605469,,24864000
2025-06-24,202.36033429336192,203.2093768046809,199.9730442780961,200.07293701171875,,54064000,166.77084680791774,168.06968824197463,165.98155942026995,166.62098693847656,,40524300,488.1475336634371,491.0427680081874,486.0010379300524,489.30560302734375,,22305600
2025-06-25,201.2216365357081,203.43912119943792,200.39257558111612,201.33151245117188,,39525700,167.48021861146748,172.2059878377665,167.40028826627824,170.52748107910156,,35479000,491.2324636297239,493.7483167920849,488.58681895090325,491.4620666503906,,17495100
2025-06-26,201.20164572639828,202.41028074115465,199.23389299836737,200.7721405029297,,50799100,172.275909497391,173.53479332021178,169.78814431449064,173.38491821289062,,31796700,492.1709105807123,497.2226034494893,492.0011761864687,496.6335754394531,,21578900
2025-06-27,201.66113009938155,202.98962419564972,199.77327327657756,200.85205078125,,73188600,173.3849216100962,178.52032800475203,171.57654142712704,178.37046813964844,,108140200,496.73341116664807,498.4805390751374,492.22084033701867,495.1260681152344,,34539200
